-0.11625039	-0.042180147	0.09000919	-0.22383332	-0.06732885	0.046365168	-0.09230398	-0.5318296	0.33886462	0.06550477	-0.051917154	0.023967804	0.086404	0.0046853055	0.053315673	-0.016202528
-0.18230782	-0.05967778	0.04863071	-0.19951075	-0.10185126	-0.003933921	-0.07554887	-0.5653293	0.43930927	0.06682372	0.05187395	0.07125414	0.08735309	0.027866026	-0.027096046	0.010453305
-0.16542815	-0.06188576	-0.0068897656	-0.23446715	-0.09301744	-0.05301919	-0.11227089	-0.6424184	0.5075342	0.11556363	0.07263288	0.10529092	0.08467938	0.06972713	-0.009829105	0.008618418
-0.15456308	-0.06429156	0.075470805	-0.20619035	-0.086346515	0.01229247	-0.06865377	-0.49579284	0.44689295	0.07646661	0.019081594	0.025671318	0.06427746	0.059427805	-0.020078007	0.0042134947
-0.15885545	0.028745478	0.08563573	-0.19053325	-0.017613232	0.012669693	-0.096661955	-0.65525717	0.39671692	0.06398003	-0.028363563	0.042804666	0.020515872	0.017498767	0.051439896	-0.048466034
-0.07522552	-0.06302793	0.003034844	-0.22585817	-0.05814174	0.051824536	-0.08038888	-0.4541181	0.41283026	0.014304171	-0.012504948	0.02301158	0.12475697	-0.016783044	-0.023097876	-0.02847979
-0.11999234	-0.040308986	-0.013161122	-0.26829892	-0.059362777	0.026330274	-0.118207514	-0.6224393	0.4412679	0.067179054	-0.039274402	0.0798547	0.11534252	-0.026224889	-0.014473406	0.026702432
-0.11070962	0.021300687	0.05954367	-0.12910107	0.012392181	0.021877253	-0.076497145	-0.3454507	0.23216169	0.052820466	-0.0018921756	0.06155548	0.0039647636	0.04137349	0.025256557	0.05087846
-0.13224995	0.020734297	0.07561499	-0.23830254	-0.015063866	-0.029891482	-0.10009529	-0.5701835	0.35098475	0.0058035315	-0.01564769	0.055685475	0.058703765	-0.0023289258	-0.049406108	-0.008162865
-0.0992328	-0.11017741	-0.039577663	-0.214588	-0.073153265	-0.07975023	-0.01892264	-0.4434826	0.41959393	0.045659848	0.02884147	0.05951268	0.14608802	0.059835885	-0.0659326	0.05122081
-0.082312964	0.020621471	-0.0066855606	-0.2029031	-0.018204901	-0.006686861	-0.04271769	-0.37089	0.28841668	0.07195629	0.02385466	0.0685556	0.10834731	-0.013010518	-0.052862305	0.0049725506
-0.15513256	-0.07481371	0.028812628	-0.24040447	-0.027411997	0.031933162	-0.065996386	-0.4722784	0.4419791	0.040139582	0.027250681	0.042188153	0.052718837	0.0030101791	-0.0150435725	0.030613719
-0.08274516	-0.018360293	0.0020991648	-0.12562607	-0.012740011	0.014951972	-0.08684863	-0.3711763	0.28859273	0.013226319	0.023559112	0.039033417	0.03230602	-0.037415184	-0.029008968	-0.011882808
-0.17761996	0.07146774	0.07512918	-0.122962296	-0.019743258	0.05365049	-0.062117394	-0.41870698	0.22609696	-0.05942525	-0.10453707	-0.051443547	0.0049660355	-0.011820743	0.07046854	-0.015165478
-0.12508635	-0.07855757	0.043943595	-0.16815415	-0.11517345	-0.050288975	-0.018841974	-0.5338243	0.31676868	0.038395815	0.0541275	0.025588077	0.06307554	0.031154776	-0.06979372	0.00820608
-0.08031074	-0.025919525	0.029491562	-0.08327235	-0.002101753	0.08872018	-0.06449004	-0.3590577	0.20376672	0.043522995	-0.064503565	0.013504359	-0.009643643	-0.050814115	0.05500296	-0.012676943
-0.11266811	-0.00029502093	0.03139424	-0.16015764	-0.031461485	0.006162325	-0.12608072	-0.49809507	0.4061916	0.00971764	-0.04029772	0.058771133	0.05955298	0.038904652	-0.021154964	-0.038878825
-0.12382462	-0.0022516279	0.022768183	-0.18617034	-0.034657672	-0.006259388	-0.032029744	-0.37828258	0.37412906	0.04458949	-0.02825319	0.04683416	0.030842034	0.03761205	0.04843557	-0.0356179
-0.070158236	-0.026361924	0.028794583	-0.15772328	-0.07374981	-0.013604258	-0.049256288	-0.3559215	0.27969518	-0.023077914	0.015874013	-0.019020356	0.09348784	-0.040478166	-0.026952486	0.007367214
